number,state,title,user/login,body,created_at,updated_at,closed_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files
157791,closed,[Support] Use std::conditional_t in several type traits (NFC),kazutakahirata,"With std::conditional_t, we don't have to have two templates for each
of these type traits.
",2025-09-10T04:10:28Z,2025-09-10T15:37:49Z,2025-09-10T15:37:04Z,2025-09-10T15:37:04Z,True,1,0,1,9,23,1
157792,closed,[llvm] Proofread Contributing.rst,kazutakahirata,,2025-09-10T04:10:53Z,2025-09-10T15:37:55Z,2025-09-10T15:37:13Z,2025-09-10T15:37:12Z,True,0,0,1,11,11,1
157798,closed,[X86][LiveRegUnits] Exclude reserved registers from TargetRegisterClass,phoebewang,Fixes regression casued by #156817.,2025-09-10T06:07:23Z,2025-09-10T06:43:09Z,2025-09-10T06:42:44Z,2025-09-10T06:42:44Z,True,1,0,1,25,1,2
157790,closed,[Support] Use CTLog2 from PointerLikeTypeTraits.h (NFC),kazutakahirata,"This patch replaces ConstantLog2 with CTLog2.  ConstantLog2 only
operates on alignment values, making the two interchangeable in this
context.  CTLog2 also has the benefit of a static_assert that ensures
its parameter is a power of two.
",2025-09-10T04:10:07Z,2025-09-10T15:37:43Z,2025-09-10T15:36:56Z,2025-09-10T15:36:56Z,True,2,0,1,4,12,2
157816,closed,AMDGPU: Update baseline test checks in disassembler test,arsenm,This test is strange since it's full of decoding failure warnings,2025-09-10T09:15:55Z,2025-09-10T09:44:23Z,2025-09-10T09:44:22Z,2025-09-10T09:44:22Z,True,2,0,1,9,0,1
157788,closed,[AArch64] Use SignExtend64<N> (NFC),kazutakahirata,"This patch uses SignExtend64<N> to simplify sign extensions.
",2025-09-10T04:09:13Z,2025-09-10T15:37:24Z,2025-09-10T15:36:40Z,2025-09-10T15:36:40Z,True,1,0,1,8,38,1
157789,closed,[ADT] Fix comment typos in STLForwardCompat.h,kazutakahirata,"st::type_identity_t is from C++20, not C++23.
",2025-09-10T04:09:29Z,2025-09-10T15:37:32Z,2025-09-10T15:36:48Z,2025-09-10T15:36:48Z,True,1,0,1,2,2,1
157787,closed,"[orc-rt] Add WrapperFunction::handle support for fns, fn-ptrs.",lhames,Adds support for using functions and function pointers to the WrapperFunction::handle utility.,2025-09-10T03:57:35Z,2025-09-10T04:15:37Z,2025-09-10T04:15:32Z,2025-09-10T04:15:32Z,True,0,0,1,50,5,2
157786,closed,[orc-rt] Use perfect forwarding for scope-exit initialization.,lhames,Allows the use of move-only types with make_scope_exit.,2025-09-10T03:40:12Z,2025-09-10T03:47:04Z,2025-09-10T03:47:01Z,2025-09-10T03:47:01Z,True,0,0,1,14,1,2
157784,closed,[orc-rt] Restore perfect forwarding in move_only_function initializat…,lhames,"…ion.

After the recent change to hoist std::decay_t (cd8f47b2d4e) we were forcing move-initialization of the callable type. This commit restores perfect forwarding so that we copy-initialize where expected.",2025-09-10T03:22:02Z,2025-09-10T03:26:28Z,2025-09-10T03:26:23Z,2025-09-10T03:26:23Z,True,0,0,1,26,5,2
157785,closed,[orc-rt] Host std::decay_t out of helper for orc_rt::bind_front. NFC.,lhames,The helper implementation shouldn't differ based on how it's initialized.,2025-09-10T03:31:53Z,2025-09-10T03:35:39Z,2025-09-10T03:35:36Z,2025-09-10T03:35:36Z,True,0,0,1,9,7,1
157781,closed,[orc-rt] Add const support to move_only_function.,lhames,"Adds support for both const move_only_functions, and const callees.",2025-09-10T02:34:28Z,2025-09-10T02:39:28Z,2025-09-10T02:39:24Z,2025-09-10T02:39:24Z,True,0,0,1,117,4,2
157777,closed,[ExpandVectorPredication] Expand vp_merge and vp_select in expandPredication.,topperc,Stacked on https://github.com/llvm/llvm-project/pull/157735,2025-09-10T01:33:46Z,2025-09-10T15:50:33Z,2025-09-10T15:50:30Z,2025-09-10T15:50:30Z,True,1,2,5,12,4,2
157780,closed,[bazel][lldb] Port #153922: arm cortex-m unwinding,rupprecht,,2025-09-10T02:22:34Z,2025-09-10T02:25:22Z,2025-09-10T02:25:22Z,2025-09-10T02:25:22Z,True,0,0,1,4,0,1
157770,closed,[mlir][LLVMIR] Support memory model relaxation annotations (MMRA),krzysz00,"This commit adds support for exportind and importing MMRA data in the LLVM dialect. MMRA is a potentilly-discardable piece of metadata that can be placed on any operation that touches memory (fences, loads, stores, atomics, and intrinsics that operate on memory). It includes one (technically zero) ome more prefix:suffix string pairs which indicate ways in which the LLVM memory model can be relaxed for these annotations.

At the MLIR level, each tag is represented with a
`#llvm.mmra_tag<""prefix"":""suffex"">` attribute, and the MMRA metadata as a whole is represented as a discardable llvm.mmra attribute. (This discardability both allows us to transparently enable MMRA for wrapper dialects like ROCDL and ensures that MLIR passes which don't know about MMRA combining will, conservatively, discard the annotations, per the LLVM spec).",2025-09-10T00:06:13Z,2025-09-10T18:07:36Z,2025-09-10T18:07:36Z,2025-09-10T18:07:35Z,True,4,9,4,210,1,7
157773,closed,[Offload][Conformance] Update olMemFree calls in conformance tests,leandrolcampos,"This PR is a follow-up to the change introduced in #157478, which added a `platform` parameter to the `olMemFree` function.",2025-09-10T00:43:53Z,2025-09-10T01:27:55Z,2025-09-10T01:27:55Z,2025-09-10T01:27:55Z,True,1,0,1,14,34,4
157769,closed,Driver: Fix two comments for accuracy.,pcc,,2025-09-09T23:54:25Z,2025-09-10T17:50:11Z,2025-09-10T17:50:09Z,2025-09-10T17:50:09Z,True,1,0,1,3,2,1
157768,closed,[FunctionSpecialization] Preserve call counts of specialized functions,alanzhao1,"A function that has been specialized will have its function entry counts preserved as follows:

* Each specialization's count is the sum of each call site's basic block's number of entries as computed by `BlockFrequencyInfo`.
* The original function's count will be decreased by the counts of its specializations.

Tracking issue: #147390",2025-09-09T23:38:28Z,2025-09-10T02:03:22Z,2025-09-10T01:27:25Z,2025-09-10T01:27:25Z,True,1,4,4,80,1,2
157766,closed,[RISCV][GISel] Widen G_ABDS/G_ABDU before lowering when Zbb is enabled.,topperc,This allows us to use G_SMIN/SMAX in the lowering.,2025-09-09T23:19:43Z,2025-09-10T19:17:34Z,2025-09-10T19:17:30Z,2025-09-10T19:17:30Z,True,2,0,5,291,157,4
157758,closed,[RISCV] Add VendorXTHeadCondMov to useInversedSetcc.,topperc,These instructions have a eqz/nez operand like Zicond and XVentanaCondOps so the goal of using bexti seems applicable to them as well.,2025-09-09T22:08:16Z,2025-09-10T05:47:54Z,2025-09-10T05:47:51Z,2025-09-10T05:47:51Z,True,1,0,1,6,6,2
157750,closed,[lldb] Pass execution context to CompilerType::GetByteSize - in CommandObjectMemoryRead (NFC),kastiglione,"Some type systems require an execution context be available when working with types (ex: Swift). This fixes `memory read --type` to support such type systems, by passing in an execution context to `GetByteSize()`, instead of passing null. 

rdar://158968545",2025-09-09T21:30:35Z,2025-09-10T16:53:58Z,2025-09-10T16:53:55Z,2025-09-10T16:53:54Z,True,2,0,1,4,3,1
157756,closed,Make flag-only options work in the ParsedCommand mode of adding commands,jimingham,"I neglected to add a test when I was writing tests for this, so of course it broke.  This makes it work again and adds a test.

rdar://159459160",2025-09-09T22:02:38Z,2025-09-10T16:27:29Z,2025-09-10T16:27:29Z,2025-09-10T16:27:29Z,True,2,0,2,80,17,4
157747,closed,[flang][cuda] Remove set_allocator_idx operation,clementval,The allocator index is set from the component genre #157731 . There is no more need of an operation to set it at a later point. ,2025-09-09T20:46:55Z,2025-09-09T21:20:22Z,2025-09-09T21:20:19Z,2025-09-09T21:20:19Z,True,1,0,2,2,344,14
157746,closed,[libc] Add check for support and a test for libc SIMD helpers,jhuber6,"Summary:
This adds a few basic tests for the SIMD helpers and adds a CMake
variable we can use to detect support.
",2025-09-09T20:46:24Z,2025-09-10T00:11:57Z,2025-09-10T00:11:55Z,2025-09-10T00:11:55Z,True,2,6,5,93,1,5
157744,closed,[libc++] Remove the unused cat_files.py script,ldionne,There are no references to it anymore in the codebase.,2025-09-09T20:42:22Z,2025-09-10T20:32:03Z,2025-09-10T11:07:27Z,2025-09-10T11:07:27Z,True,1,0,1,0,51,1
157741,closed,[Clang] Fix __cpuidex conflict with other offloading targets,sarnex,"It seems that for whatever reason we must:
1) Declare aux builtins when the compiling for an offload device
and
2) Define the aux builtin target macros when compiling for an offload device.

In `cpuid.h` we try to define `__cpuidex` if it is not defined. Given the above, the function will both be defined as a builtin in the compiler and we can't rely on the `X86` macros to be undefined in the case the aux-triple is `X86`.

 Previously a workaround was added for NVPTX in https://github.com/llvm/llvm-project/pull/152556, extend it for the other offloading targets.",2025-09-09T20:06:22Z,2025-09-10T15:01:05Z,2025-09-10T15:01:05Z,2025-09-10T15:01:05Z,True,2,1,1,4,1,2
157745,closed,Static build script,isVoid,,2025-09-09T20:42:25Z,2025-09-09T20:42:46Z,2025-09-09T20:42:30Z,,False,2,0,430,34281,14337,956
157739,closed,[libc] Add simple 'tuple' type to CPP helpers,jhuber6,"Summary:
This patch adds support for `cpp::tuple` with basic support for creating
and modifing tuples.
",2025-09-09T19:56:19Z,2025-09-10T00:03:12Z,2025-09-10T00:03:10Z,2025-09-10T00:03:10Z,True,1,3,3,251,0,6
157731,closed,[flang] Add special genre for allocatable and pointer device component,clementval,Allocatable and pointer device components need a different allocator index to be set in their descriptor when it is establish. This PR adds two genre for the components `AllocatableDevice` and `PointerDevice` so the correct allocator index can be set accordingly. ,2025-09-09T18:28:30Z,2025-09-09T20:12:23Z,2025-09-09T20:12:21Z,2025-09-09T20:12:21Z,True,1,3,4,97,33,11
157728,closed,[clang-tools-extra][test] Ensure file is writeable after copying,rupprecht,"After #157572, the invocation to clang-tidy fails w/ `Could not open <...>/crlf.cpp.tmp.dir/Inputs/crlf/crlf.cpp for writing` if run in an environment where the source tree is mounted read-only. This is because `cat` was creating a new file in a writeable dir, but running `cp` preserves the readonly file permissions from the source tree.",2025-09-09T17:57:13Z,2025-09-09T18:23:16Z,2025-09-09T18:23:14Z,2025-09-09T18:23:14Z,True,1,0,1,1,0,1
157735,closed,[ExpandVectorPredication] Improve ALL-CONVERT checking in expand-vp.ll. NFC,topperc,We weren't checking test_vp_int_vscale and we were missing vp.merge CHECK lines.,2025-09-09T19:11:54Z,2025-09-10T04:56:50Z,2025-09-10T04:56:47Z,2025-09-10T04:56:47Z,True,1,0,3,42,1,1
157722,closed,[bazel][libc] Port #157701: msvc compat fixes,rupprecht,,2025-09-09T17:33:01Z,2025-09-09T17:40:24Z,2025-09-09T17:40:23Z,2025-09-09T17:40:23Z,True,1,0,1,2,0,1
157720,closed,[ExpandVectorPredication] Add vp.select to foldEVLIntoMask.,topperc,,2025-09-09T17:29:51Z,2025-09-09T23:52:26Z,2025-09-09T22:56:28Z,2025-09-09T22:56:28Z,True,2,1,1,12,2,2
157715,closed,[Support][modulemap] Fix LLVM_Support modulemap broken in #113364,cachemeifyoucan,"Add VirtualOutputConfig.def to textual header.
",2025-09-09T17:03:13Z,2025-09-09T17:34:06Z,2025-09-09T17:34:05Z,2025-09-09T17:34:05Z,True,0,0,1,1,1,1
157718,closed,"Revert ""[HLSL] Rewrite semantics parsing""",Keenuts,"Reverts llvm/llvm-project#152537

Broke the build in some cases. Need to investigate more for a proper solution.",2025-09-09T17:11:56Z,2025-09-09T17:42:30Z,2025-09-09T17:42:29Z,2025-09-09T17:42:29Z,True,1,0,1,128,419,22
157724,closed,[CIR][NFC] Fix build warnings after #154142,andykaylor,"A recent change introduced a new dtor kind, which caused a build warning in the CIR code where this dtor kind wasn't handled in a switch. This fixes the problem.",2025-09-09T17:44:07Z,2025-09-09T18:22:18Z,2025-09-09T18:22:09Z,2025-09-09T18:22:09Z,True,1,0,1,2,0,1
157716,closed,[DebugInfo][Mem2Reg] Assign uninitialized values with annotated locs,SLTozer,"In PromoteMem2Reg, we perform a DFS over the CFG and track, for each alloca, its incoming value and its associated incoming DebugLoc, both of which are taken from stores to that alloca; these values and DebugLocs are propagated to PHI nodes when new blocks are reached. In the event that for one incoming edge no store instruction has been seen, we propagate an UndefValue and an empty DebugLoc to the PHI.

This is a perfectly valid occurrence, and assigning an empty DebugLoc to the PHI is the correct course of action; therefore, we should pass an annotated DebugLoc instead, so that in DebugLoc coverage tracking we correctly do not expect a valid DebugLoc to be present; we generally mark allocas as having CompilerGenerated locations, so I've chosen to use the same annotation to represent the uninitialized value of that alloca.

This change is NFC outside of DebugLoc coverage tracking builds.",2025-09-09T17:05:07Z,2025-09-10T11:10:57Z,2025-09-10T11:10:57Z,2025-09-10T11:10:56Z,True,1,0,1,5,2,1
157711,closed,[MLIR] Remove CopyOpInterface,joker-eph,This interface isn't used anywhere anymore.,2025-09-09T16:54:35Z,2025-09-11T10:20:36Z,2025-09-10T11:30:18Z,2025-09-10T11:30:18Z,True,8,0,1,3,92,13
157713,closed,[CIR] Add support for copy elision,andykaylor,"This adds basic support for eliding copy constructors. In order to make this possible, it also adds support for returning structures. This support does not include setting an NRVO flag when the class whose copy is being elided has a non-trivial destructor.",2025-09-09T17:00:24Z,2025-09-09T20:32:47Z,2025-09-09T20:32:44Z,2025-09-09T20:32:44Z,True,2,5,2,117,13,7
157708,closed,[flang][acc] Fix incorrect loop body nesting and IV value use,razvanlupusoru,"Two issues are being resolved:
- Incorrect loop body nesting caused by insertion point not being updated after the loop. The scenario is now being tested through `nested_do_loops` function in the test.
- Incorrect IV ssa values due to incorrect handling of scoping.

Additionally, this also adds `--openacc-do-loop-to-acc-loop` flag so that the implicit conversion can be disabled for testing.",2025-09-09T16:47:42Z,2025-09-09T20:09:04Z,2025-09-09T20:09:04Z,2025-09-09T20:09:04Z,True,1,0,1,192,17,3
157707,closed,[DebugInfo] When merging locations prefer unannotated empty locs,SLTozer,"When merging DILocations, we prefer to use DebugLoc::getMergedLocation when possible to better preserve DebugLoc coverage tracking information through transformations (as conversion to DILocations drops all coverage tracking data). Currently, DebugLoc::getMergedLocation checks to see if either DebugLoc is empty and returns it directly if so, to propagate that DebugLoc's coverage tracking data to the merged location; however, it only checks whether either location is valid, not whether they are annotated.

This is significant because an annotated location is not a bug, while an empty unannotated location may be one; therefore, we check to see if either location is unannotated, and prefer to return that location if it exists rather than an annotated one.

This change is NFC outside of DebugLoc coverage tracking builds.",2025-09-09T16:47:18Z,2025-09-10T12:30:21Z,2025-09-10T12:30:21Z,2025-09-10T12:30:21Z,True,1,0,1,12,3,1
157702,closed,[VPlan] Use Unknown instead of empty location in VPlanTransforms,SLTozer,"The default values for DebugLocs in LoopVectorizer/VPlan were recently updated from empty DebugLocs to DebugLoc::getUnknown, as part of the DebugLoc Coverage Tracking work. However, there are some cases where we also pass an explicit empty DebugLoc, in many cases as a filler argument. This patch updates all of these to `getUnknown` for now, until either valid locations or a suitable categorization can be assigned to each instead.

This change is NFC outside of DebugLoc coverage tracking builds.",2025-09-09T16:29:11Z,2025-09-11T10:20:20Z,2025-09-10T09:33:59Z,2025-09-10T09:33:59Z,True,4,0,1,14,12,1
157701,closed,[libc] Some compatibility update for building with MSVC.,lntue,Add compiler identity macro and disable some unsupported features.,2025-09-09T16:15:59Z,2025-09-09T16:58:38Z,2025-09-09T16:55:44Z,2025-09-09T16:55:44Z,True,2,0,1,18,5,6
157699,closed,[Libc++][NFC] Fix typos in tests,cor3ntin,,2025-09-09T16:03:06Z,2025-09-10T16:39:37Z,2025-09-10T16:39:34Z,2025-09-10T16:39:34Z,True,1,0,2,2,2,1
157700,closed,"[WebKit checkers] Treat NULL, 0, and nil like nullptr",rniwa,"This PR makes WebKit checkers treat NULL, 0, and nil like nullptr in various places.",2025-09-09T16:15:14Z,2025-09-10T23:04:07Z,2025-09-10T23:04:03Z,2025-09-10T23:04:03Z,True,1,0,1,40,9,10
157697,closed,[MLIR][Python] move generated type stubs to build directory,makslevental,This PR moves generated type stubs to build directory and also quiets stdout output.,2025-09-09T15:53:12Z,2025-09-09T16:12:02Z,2025-09-09T16:12:01Z,2025-09-09T16:12:01Z,True,1,0,2,4,3,1
